Size,Instance ID,Computing_time,Obj,Cmax,Delay
xl,14,0.6312649250030518,20904.0,1899.0,19005.0
xl,15,0.7229969501495361,19526.0,1744.0,17782.0
xl,16,0.596031904220581,21270.0,1830.0,19440.0
xl,17,0.7040090560913086,23510.0,1994.0,21516.0
xl,18,0.5720028877258301,20322.0,1891.0,18431.0
xl,19,0.6686458587646484,25680.0,1975.0,23705.0
xl,20,0.8252379894256592,33564.0,2391.0,31173.0
xl,21,0.5822577476501465,21005.0,1983.0,19022.0
xl,22,0.6144399642944336,18926.0,1665.0,17261.0
xl,23,0.5945148468017578,19460.0,1803.0,17657.0
xl,24,0.570559024810791,18582.0,1721.0,16861.0
xl,25,0.4949719905853271,16055.0,1703.0,14352.0
xl,26,0.5069952011108398,14306.0,1550.0,12756.0
xl,27,0.5889389514923096,16631.0,1588.0,15043.0
xl,28,0.7626838684082031,30866.0,2120.0,28746.0
xl,29,0.6935479640960693,27981.0,2197.0,25784.0
xl,30,0.4322171211242676,14724.0,1570.0,13154.0
xl,31,0.6501169204711914,22552.0,1901.0,20651.0
xl,32,0.4573392868041992,13733.0,1467.0,12266.0
xl,33,0.7735598087310791,30943.0,2389.0,28554.0
xl,34,0.80511474609375,23698.0,1976.0,21722.0
xl,35,0.7591078281402588,35600.0,2378.0,33222.0
xl,36,0.7372651100158691,26389.0,2149.0,24240.0
xl,37,0.5670449733734131,16670.0,1740.0,14930.0
xl,38,0.5400593280792236,18726.0,1663.0,17063.0
xl,39,0.6494309902191162,22436.0,1962.0,20474.0
xl,40,0.7358620166778564,31098.0,2424.0,28674.0
xl,41,0.5314590930938721,12638.0,1402.0,11236.0
xl,42,0.6350317001342773,24203.0,1973.0,22230.0
xl,43,0.4695889949798584,13177.0,1505.0,11672.0
xl,44,0.471107006072998,13083.0,1404.0,11679.0
xl,45,0.6907131671905518,24965.0,2101.0,22864.0
xl,46,0.6214678287506104,22022.0,1897.0,20125.0
xl,47,0.5533890724182129,15758.0,1579.0,14179.0
xl,48,0.7600960731506348,32906.0,2343.0,30563.0
xl,49,0.7288599014282227,28922.0,2122.0,26800.0
xl,50,0.4942059516906738,16588.0,1662.0,14926.0
